unitid,Other,Female,Male,Asian,American Indian,Black,Hispanic,White,Unknown
169248,144,144,144,72,72,72,72,72,72
169275,72,72,72,36,36,36,36,36,36
169327,144,144,144,72,72,72,72,72,72
169363,144,144,144,72,72,72,72,72,72
169442,144,144,144,72,72,72,72,72,72
169479,144,144,144,72,72,72,72,72,72
169521,72,72,72,36,36,36,36,36,36
169716,144,144,144,72,72,72,72,72,72
169798,144,144,144,72,72,72,72,72,72
169910,144,144,144,72,72,72,72,72,72
169974,72,72,72,36,36,36,36,36,36
169983,144,144,144,72,72,72,72,72,72
169992,72,72,72,36,36,36,36,36,36
170000,144,144,144,72,72,72,72,72,72
170037,144,144,144,72,72,72,72,72,72
170055,72,72,72,36,36,36,36,36,36
170082,144,144,144,72,72,72,72,72,72
170091,144,144,144,72,72,72,72,72,72
170240,72,72,72,36,36,36,36,36,36
170301,144,144,144,72,72,72,72,72,72
170417,144,144,144,72,72,72,72,72,72
170444,72,72,72,36,36,36,36,36,36
170532,144,144,144,72,72,72,72,72,72
170541,72,72,72,36,36,36,36,36,36
170550,72,72,72,36,36,36,36,36,36
170587,72,72,72,36,36,36,36,36,36
170620,72,72,72,36,36,36,36,36,36
170639,144,144,144,72,72,72,72,72,72
170657,72,72,72,36,36,36,36,36,36
170675,144,144,144,72,72,72,72,72,72
170790,72,72,72,36,36,36,36,36,36
170806,144,144,144,72,72,72,72,72,72
170842,144,144,144,72,72,72,72,72,72
170967,144,144,144,72,72,72,72,72,72
170976,144,144,144,72,72,72,72,72,72
171100,144,144,144,72,72,72,72,72,72
171128,144,144,144,72,72,72,72,72,72
171137,144,144,144,72,72,72,72,72,72
171146,144,144,144,72,72,72,72,72,72
171155,72,72,72,36,36,36,36,36,36
171225,72,72,72,36,36,36,36,36,36
171234,72,72,72,36,36,36,36,36,36
171298,144,144,144,72,72,72,72,72,72
171304,72,72,72,36,36,36,36,36,36
171395,72,72,72,36,36,36,36,36,36
171456,144,144,144,72,72,72,72,72,72
171483,90,90,90,45,45,45,45,45,45
171492,144,144,144,72,72,72,72,72,72
171535,72,72,72,36,36,36,36,36,36
171571,144,144,144,72,72,72,72,72,72
171599,144,144,144,72,72,72,72,72,72
171881,144,144,144,72,72,72,72,72,72
172033,144,144,144,72,72,72,72,72,72
172051,144,144,144,72,72,72,72,72,72
172200,72,72,72,36,36,36,36,36,36
172264,144,144,144,72,72,72,72,72,72
172291,72,72,72,36,36,36,36,36,36
172307,72,72,72,36,36,36,36,36,36
172334,144,144,144,72,72,72,72,72,72
172440,144,144,144,72,72,72,72,72,72
172617,72,72,72,36,36,36,36,36,36
172635,72,72,72,36,36,36,36,36,36
172644,144,144,144,72,72,72,72,72,72
172671,72,72,72,36,36,36,36,36,36
172699,144,144,144,72,72,72,72,72,72
172866,144,144,144,72,72,72,72,72,72
172918,72,72,72,36,36,36,36,36,36
172954,72,72,72,36,36,36,36,36,36
172963,72,72,72,36,36,36,36,36,36
173045,144,144,144,72,72,72,72,72,72
173063,72,72,72,36,36,36,36,36,36
173115,72,72,72,36,36,36,36,36,36
173124,144,144,144,72,72,72,72,72,72
173142,144,144,144,72,72,72,72,72,72
173160,144,144,144,72,72,72,72,72,72
173203,72,72,72,36,36,36,36,36,36
173258,144,144,144,72,72,72,72,72,72
173300,144,144,144,72,72,72,72,72,72
173328,144,144,144,72,72,72,72,72,72
173416,72,72,72,36,36,36,36,36,36
173452,144,144,144,72,72,72,72,72,72
173461,72,72,72,36,36,36,36,36,36
173489,144,144,144,72,72,72,72,72,72
173559,72,72,72,36,36,36,36,36,36
173629,144,144,144,72,72,72,72,72,72
173638,72,72,72,36,36,36,36,36,36
173647,144,144,144,72,72,72,72,72,72
173665,144,144,144,72,72,72,72,72,72
173708,72,72,72,36,36,36,36,36,36
173735,72,72,72,36,36,36,36,36,36
173799,72,72,72,36,36,36,36,36,36
173805,72,72,72,36,36,36,36,36,36
173887,144,144,144,72,72,72,72,72,72
173902,144,144,144,72,72,72,72,72,72
173911,72,72,72,36,36,36,36,36,36
173920,144,144,144,72,72,72,72,72,72
173984,144,144,144,72,72,72,72,72,72
173993,72,72,72,36,36,36,36,36,36
174020,144,144,144,72,72,72,72,72,72
174066,144,144,144,72,72,72,72,72,72
174075,144,144,144,72,72,72,72,72,72
174118,72,72,72,36,36,36,36,36,36
174127,144,144,144,72,72,72,72,72,72
174136,72,72,72,36,36,36,36,36,36
174154,144,144,144,72,72,72,72,72,72
174206,144,144,144,72,72,72,72,72,72
174233,144,144,144,72,72,72,72,72,72
174251,144,144,144,72,72,72,72,72,72
174279,144,144,144,72,72,72,72,72,72
174358,144,144,144,72,72,72,72,72,72
174376,72,72,72,36,36,36,36,36,36
174385,144,144,144,72,72,72,72,72,72
174394,144,144,144,72,72,72,72,72,72
174428,72,72,72,36,36,36,36,36,36
174437,144,144,144,72,72,72,72,72,72
174473,72,72,72,36,36,36,36,36,36
174491,144,144,144,72,72,72,72,72,72
174507,144,144,144,72,72,72,72,72,72
174525,144,144,144,72,72,72,72,72,72
174570,72,72,72,36,36,36,36,36,36
174604,72,72,72,36,36,36,36,36,36
174738,72,72,72,36,36,36,36,36,36
174747,144,144,144,72,72,72,72,72,72
174756,72,72,72,36,36,36,36,36,36
174783,144,144,144,72,72,72,72,72,72
174792,144,144,144,72,72,72,72,72,72
174817,144,144,144,72,72,72,72,72,72
174844,144,144,144,72,72,72,72,72,72
174862,144,144,144,72,72,72,72,72,72
174899,144,144,144,72,72,72,72,72,72
174914,144,144,144,72,72,72,72,72,72
174932,108,108,108,54,54,54,54,54,54
175005,144,144,144,72,72,72,72,72,72
175014,144,144,144,72,72,72,72,72,72
175041,72,72,72,36,36,36,36,36,36
175078,144,144,144,72,72,72,72,72,72
175157,72,72,72,36,36,36,36,36,36
175227,144,144,144,72,72,72,72,72,72
175236,72,72,72,36,36,36,36,36,36
175263,72,72,72,36,36,36,36,36,36
175272,144,144,144,72,72,72,72,72,72
175315,72,72,72,36,36,36,36,36,36
175342,144,144,144,72,72,72,72,72,72
175421,144,144,144,72,72,72,72,72,72
175430,144,144,144,72,72,72,72,72,72
175519,72,72,72,36,36,36,36,36,36
175528,72,72,72,36,36,36,36,36,36
175573,72,72,72,36,36,36,36,36,36
175616,144,144,144,72,72,72,72,72,72
175643,72,72,72,36,36,36,36,36,36
175652,72,72,72,36,36,36,36,36,36
175786,72,72,72,36,36,36,36,36,36
175810,72,72,72,36,36,36,36,36,36
175829,72,72,72,36,36,36,36,36,36
175856,144,144,144,72,72,72,72,72,72
175883,72,72,72,36,36,36,36,36,36
175935,72,72,72,36,36,36,36,36,36
175980,144,144,144,72,72,72,72,72,72
176008,72,72,72,36,36,36,36,36,36
176017,144,144,144,72,72,72,72,72,72
176035,144,144,144,72,72,72,72,72,72
176044,144,144,144,72,72,72,72,72,72
176053,144,144,144,72,72,72,72,72,72
176071,72,72,72,36,36,36,36,36,36
176080,144,144,144,72,72,72,72,72,72
176169,72,72,72,36,36,36,36,36,36
176178,72,72,72,36,36,36,36,36,36
176239,72,72,72,36,36,36,36,36,36
176318,144,144,144,72,72,72,72,72,72
176354,72,72,72,36,36,36,36,36,36
176372,144,144,144,72,72,72,72,72,72
176406,144,144,144,72,72,72,72,72,72
176479,144,144,144,72,72,72,72,72,72
176549,72,72,72,36,36,36,36,36,36
176628,144,144,144,72,72,72,72,72,72
176637,144,144,144,72,72,72,72,72,72
176664,144,144,144,72,72,72,72,72,72
176770,144,144,144,72,72,72,72,72,72
176789,144,144,144,72,72,72,72,72,72
176910,144,144,144,72,72,72,72,72,72
176938,108,108,108,54,54,54,54,54,54
176947,144,144,144,72,72,72,72,72,72
176965,144,144,144,72,72,72,72,72,72
177038,144,144,144,72,72,72,72,72,72
177065,144,144,144,72,72,72,72,72,72
177083,144,144,144,72,72,72,72,72,72
177117,90,90,90,45,45,45,45,45,45
177135,72,72,72,36,36,36,36,36,36
177144,144,144,144,72,72,72,72,72,72
177153,108,108,108,54,54,54,54,54,54
177162,108,108,108,54,54,54,54,54,54
177214,144,144,144,72,72,72,72,72,72
177250,72,72,72,36,36,36,36,36,36
177302,72,72,72,36,36,36,36,36,36
177339,144,144,144,72,72,72,72,72,72
177418,144,144,144,72,72,72,72,72,72
177472,72,72,72,36,36,36,36,36,36
177542,144,144,144,72,72,72,72,72,72
177551,144,144,144,72,72,72,72,72,72
177579,144,144,144,72,72,72,72,72,72
177676,72,72,72,36,36,36,36,36,36
177719,108,108,108,54,54,54,54,54,54
177746,144,144,144,72,72,72,72,72,72
177940,144,144,144,72,72,72,72,72,72
177968,144,144,144,72,72,72,72,72,72
177977,72,72,72,36,36,36,36,36,36
177995,72,72,72,36,36,36,36,36,36
178022,54,54,54,27,27,27,27,27,27
178059,144,144,144,72,72,72,72,72,72
178110,72,72,72,36,36,36,36,36,36
178183,72,72,72,36,36,36,36,36,36
178208,144,144,144,72,72,72,72,72,72
178217,72,72,72,36,36,36,36,36,36
178226,144,144,144,72,72,72,72,72,72
178244,144,144,144,72,72,72,72,72,72
178305,144,144,144,72,72,72,72,72,72
178341,144,144,144,72,72,72,72,72,72
178350,144,144,144,72,72,72,72,72,72
178369,144,144,144,72,72,72,72,72,72
178387,144,144,144,72,72,72,72,72,72
178396,144,144,144,72,72,72,72,72,72
178402,144,144,144,72,72,72,72,72,72
178411,144,144,144,72,72,72,72,72,72
178420,144,144,144,72,72,72,72,72,72
178448,72,72,72,36,36,36,36,36,36
178615,144,144,144,72,72,72,72,72,72
178624,144,144,144,72,72,72,72,72,72
178679,144,144,144,72,72,72,72,72,72
178697,144,144,144,72,72,72,72,72,72
178721,144,144,144,72,72,72,72,72,72
178767,144,144,144,72,72,72,72,72,72
178785,54,54,54,27,27,27,27,27,27
178891,144,144,144,72,72,72,72,72,72
178989,108,108,108,54,54,54,54,54,54
179043,144,144,144,72,72,72,72,72,72
179070,144,144,144,72,72,72,72,72,72
179113,54,54,54,27,27,27,27,27,27
179159,144,144,144,72,72,72,72,72,72
179201,108,108,108,54,54,54,54,54,54
179256,144,144,144,72,72,72,72,72,72
179292,54,54,54,27,27,27,27,27,27
179308,72,72,72,36,36,36,36,36,36
179326,144,144,144,72,72,72,72,72,72
179344,72,72,72,36,36,36,36,36,36
179511,72,72,72,36,36,36,36,36,36
179539,72,72,72,36,36,36,36,36,36
179548,144,144,144,72,72,72,72,72,72
179557,144,144,144,72,72,72,72,72,72
179566,144,144,144,72,72,72,72,72,72
179645,72,72,72,36,36,36,36,36,36
179715,72,72,72,36,36,36,36,36,36
179867,144,144,144,72,72,72,72,72,72
179894,144,144,144,72,72,72,72,72,72
179919,72,72,72,36,36,36,36,36,36
179946,144,144,144,72,72,72,72,72,72
179955,144,144,144,72,72,72,72,72,72
179964,144,144,144,72,72,72,72,72,72
180045,54,54,54,27,27,27,27,27,27
180054,72,72,72,36,36,36,36,36,36
180081,72,72,72,36,36,36,36,36,36
180106,144,144,144,72,72,72,72,72,72
180151,72,72,72,36,36,36,36,36,36
180160,72,72,72,36,36,36,36,36,36
180179,144,144,144,72,72,72,72,72,72
180197,72,72,72,36,36,36,36,36,36
180203,72,72,72,36,36,36,36,36,36
180212,72,72,72,36,36,36,36,36,36
180249,72,72,72,36,36,36,36,36,36
180258,144,144,144,72,72,72,72,72,72
180276,72,72,72,36,36,36,36,36,36
180328,72,72,72,36,36,36,36,36,36
180373,72,72,72,36,36,36,36,36,36
180416,144,144,144,72,72,72,72,72,72
180461,144,144,144,72,72,72,72,72,72
180489,144,144,144,72,72,72,72,72,72
180522,144,144,144,72,72,72,72,72,72
180595,144,144,144,72,72,72,72,72,72
180647,144,144,144,72,72,72,72,72,72
180692,144,144,144,72,72,72,72,72,72
180814,144,144,144,72,72,72,72,72,72
180832,144,144,144,72,72,72,72,72,72
180878,36,36,36,18,18,18,18,18,18
180902,72,72,72,36,36,36,36,36,36
180948,144,144,144,72,72,72,72,72,72
180984,144,144,144,72,72,72,72,72,72
181002,144,144,144,72,72,72,72,72,72
181020,144,144,144,72,72,72,72,72,72
181093,144,144,144,72,72,72,72,72,72
181127,144,144,144,72,72,72,72,72,72
181215,144,144,144,72,72,72,72,72,72
181242,144,144,144,72,72,72,72,72,72
181297,144,144,144,72,72,72,72,72,72
181303,72,72,72,36,36,36,36,36,36
181312,72,72,72,36,36,36,36,36,36
181330,144,144,144,72,72,72,72,72,72
181376,144,144,144,72,72,72,72,72,72
181394,144,144,144,72,72,72,72,72,72
181400,144,144,144,72,72,72,72,72,72
181419,72,72,72,36,36,36,36,36,36
181446,144,144,144,72,72,72,72,72,72
181464,144,144,144,72,72,72,72,72,72
181491,72,72,72,36,36,36,36,36,36
181534,144,144,144,72,72,72,72,72,72
181604,144,144,144,72,72,72,72,72,72
181640,72,72,72,36,36,36,36,36,36
181738,144,144,144,72,72,72,72,72,72
181756,72,72,72,36,36,36,36,36,36
181765,72,72,72,36,36,36,36,36,36
181783,144,144,144,72,72,72,72,72,72
181817,72,72,72,36,36,36,36,36,36
181853,144,144,144,72,72,72,72,72,72
181941,72,72,72,36,36,36,36,36,36
182005,144,144,144,72,72,72,72,72,72
182111,144,144,144,72,72,72,72,72,72
182148,72,72,72,36,36,36,36,36,36
182281,144,144,144,72,72,72,72,72,72
182290,144,144,144,72,72,72,72,72,72
182306,144,144,144,72,72,72,72,72,72
182430,144,144,144,72,72,72,72,72,72
182458,144,144,144,72,72,72,72,72,72
182500,72,72,72,36,36,36,36,36,36
182564,144,144,144,72,72,72,72,72,72
182634,144,144,144,72,72,72,72,72,72
182661,144,144,144,72,72,72,72,72,72
182670,144,144,144,72,72,72,72,72,72
182795,144,144,144,72,72,72,72,72,72
182865,144,144,144,72,72,72,72,72,72
182908,72,72,72,36,36,36,36,36,36
182980,144,144,144,72,72,72,72,72,72
183026,144,144,144,72,72,72,72,72,72
183044,144,144,144,72,72,72,72,72,72
183062,144,144,144,72,72,72,72,72,72
183071,144,144,144,72,72,72,72,72,72
183080,144,144,144,72,72,72,72,72,72
183099,72,72,72,36,36,36,36,36,36
183105,72,72,72,36,36,36,36,36,36
183114,72,72,72,36,36,36,36,36,36
183123,72,72,72,36,36,36,36,36,36
183132,72,72,72,36,36,36,36,36,36
183141,72,72,72,36,36,36,36,36,36
183150,72,72,72,36,36,36,36,36,36
183211,144,144,144,72,72,72,72,72,72
183239,144,144,144,72,72,72,72,72,72
183248,72,72,72,36,36,36,36,36,36
183257,144,144,144,72,72,72,72,72,72
183345,108,108,108,54,54,54,54,54,54
183655,72,72,72,36,36,36,36,36,36
183743,72,72,72,36,36,36,36,36,36
183789,144,144,144,72,72,72,72,72,72
183822,144,144,144,72,72,72,72,72,72
183859,72,72,72,36,36,36,36,36,36
183877,72,72,72,36,36,36,36,36,36
183910,144,144,144,72,72,72,72,72,72
183938,72,72,72,36,36,36,36,36,36
183974,144,144,144,72,72,72,72,72,72
184180,72,72,72,36,36,36,36,36,36
184205,72,72,72,36,36,36,36,36,36
184269,108,108,108,54,54,54,54,54,54
184348,144,144,144,72,72,72,72,72,72
184481,72,72,72,36,36,36,36,36,36
184603,144,144,144,72,72,72,72,72,72
184612,144,144,144,72,72,72,72,72,72
184694,144,144,144,72,72,72,72,72,72
184773,144,144,144,72,72,72,72,72,72
184782,144,144,144,72,72,72,72,72,72
184791,72,72,72,36,36,36,36,36,36
184959,72,72,72,36,36,36,36,36,36
184995,72,72,72,36,36,36,36,36,36
185129,144,144,144,72,72,72,72,72,72
185262,144,144,144,72,72,72,72,72,72
185509,72,72,72,36,36,36,36,36,36
185536,72,72,72,36,36,36,36,36,36
185572,144,144,144,72,72,72,72,72,72
185590,144,144,144,72,72,72,72,72,72
185828,144,144,144,72,72,72,72,72,72
185873,72,72,72,36,36,36,36,36,36
186034,72,72,72,36,36,36,36,36,36
186131,144,144,144,72,72,72,72,72,72
186186,144,144,144,72,72,72,72,72,72
186201,144,144,144,72,72,72,72,72,72
186283,144,144,144,72,72,72,72,72,72
186371,144,144,144,72,72,72,72,72,72
186380,144,144,144,72,72,72,72,72,72
186399,144,144,144,72,72,72,72,72,72
186432,144,144,144,72,72,72,72,72,72
186469,72,72,72,36,36,36,36,36,36
186584,144,144,144,72,72,72,72,72,72
186618,144,144,144,72,72,72,72,72,72
186645,72,72,72,36,36,36,36,36,36
186867,144,144,144,72,72,72,72,72,72
186876,144,144,144,72,72,72,72,72,72
187134,144,144,144,72,72,72,72,72,72
187198,72,72,72,36,36,36,36,36,36
187444,144,144,144,72,72,72,72,72,72
187532,72,72,72,36,36,36,36,36,36
187596,90,90,90,45,45,45,45,45,45
187620,72,72,72,36,36,36,36,36,36
187639,72,72,72,36,36,36,36,36,36
187648,144,144,144,72,72,72,72,72,72
187666,72,72,72,36,36,36,36,36,36
187745,144,144,144,72,72,72,72,72,72
187897,144,144,144,72,72,72,72,72,72
187903,72,72,72,36,36,36,36,36,36
187912,72,72,72,36,36,36,36,36,36
187958,72,72,72,36,36,36,36,36,36
187967,144,144,144,72,72,72,72,72,72
187976,72,72,72,36,36,36,36,36,36
187985,144,144,144,72,72,72,72,72,72
187994,72,72,72,36,36,36,36,36,36
188003,72,72,72,36,36,36,36,36,36
188021,72,72,72,36,36,36,36,36,36
188030,144,144,144,72,72,72,72,72,72
188049,72,72,72,36,36,36,36,36,36
188058,144,144,144,72,72,72,72,72,72
188100,72,72,72,36,36,36,36,36,36
188137,72,72,72,36,36,36,36,36,36
188146,144,144,144,72,72,72,72,72,72
188182,144,144,144,72,72,72,72,72,72
188216,72,72,72,36,36,36,36,36,36
188225,72,72,72,36,36,36,36,36,36
188261,72,72,72,36,36,36,36,36,36
188304,144,144,144,72,72,72,72,72,72
188340,144,144,144,72,72,72,72,72,72
188429,144,144,144,72,72,72,72,72,72
188438,72,72,72,36,36,36,36,36,36
188465,144,144,144,72,72,72,72,72,72
188517,90,90,90,45,45,45,45,45,45
188526,144,144,144,72,72,72,72,72,72
188641,144,144,144,72,72,72,72,72,72
188678,72,72,72,36,36,36,36,36,36
188687,72,72,72,36,36,36,36,36,36
188854,144,144,144,72,72,72,72,72,72
189088,144,144,144,72,72,72,72,72,72
189097,144,144,144,72,72,72,72,72,72
189228,144,144,144,72,72,72,72,72,72
189282,72,72,72,36,36,36,36,36,36
189413,144,144,144,72,72,72,72,72,72
189422,72,72,72,36,36,36,36,36,36
189459,144,144,144,72,72,72,72,72,72
189547,72,72,72,36,36,36,36,36,36
189556,144,144,144,72,72,72,72,72,72
189565,90,90,90,45,45,45,45,45,45
189574,72,72,72,36,36,36,36,36,36
189583,144,144,144,72,72,72,72,72,72
189592,90,90,90,45,45,45,45,45,45
189653,72,72,72,36,36,36,36,36,36
189705,144,144,144,72,72,72,72,72,72
189811,72,72,72,36,36,36,36,36,36
189839,72,72,72,36,36,36,36,36,36
189848,144,144,144,72,72,72,72,72,72
189857,144,144,144,72,72,72,72,72,72
190044,144,144,144,72,72,72,72,72,72
190053,72,72,72,36,36,36,36,36,36
190099,144,144,144,72,72,72,72,72,72
190114,144,144,144,72,72,72,72,72,72
190150,144,144,144,72,72,72,72,72,72
190169,72,72,72,36,36,36,36,36,36
190248,144,144,144,72,72,72,72,72,72
190372,144,144,144,72,72,72,72,72,72
190415,144,144,144,72,72,72,72,72,72
190442,72,72,72,36,36,36,36,36,36
190451,72,72,72,36,36,36,36,36,36
190503,144,144,144,72,72,72,72,72,72
190512,144,144,144,72,72,72,72,72,72
190521,72,72,72,36,36,36,36,36,36
190530,72,72,72,36,36,36,36,36,36
190549,144,144,144,72,72,72,72,72,72
190558,144,144,144,72,72,72,72,72,72
190567,144,144,144,72,72,72,72,72,72
190585,72,72,72,36,36,36,36,36,36
190594,144,144,144,72,72,72,72,72,72
190600,144,144,144,72,72,72,72,72,72
190619,72,72,72,36,36,36,36,36,36
190628,72,72,72,36,36,36,36,36,36
190637,144,144,144,72,72,72,72,72,72
190646,144,144,144,72,72,72,72,72,72
190655,144,144,144,72,72,72,72,72,72
190664,144,144,144,72,72,72,72,72,72
190673,72,72,72,36,36,36,36,36,36
190691,144,144,144,72,72,72,72,72,72
190716,144,144,144,72,72,72,72,72,72
190725,144,144,144,72,72,72,72,72,72
190761,144,144,144,72,72,72,72,72,72
190770,144,144,144,72,72,72,72,72,72
190840,72,72,72,36,36,36,36,36,36
190956,72,72,72,36,36,36,36,36,36
190974,72,72,72,36,36,36,36,36,36
190983,144,144,144,72,72,72,72,72,72
191083,72,72,72,36,36,36,36,36,36
191126,144,144,144,72,72,72,72,72,72
191199,72,72,72,36,36,36,36,36,36
191205,144,144,144,72,72,72,72,72,72
191241,144,144,144,72,72,72,72,72,72
191302,72,72,72,36,36,36,36,36,36
191339,72,72,72,36,36,36,36,36,36
191515,144,144,144,72,72,72,72,72,72
191533,144,144,144,72,72,72,72,72,72
191597,90,90,90,45,45,45,45,45,45
191612,72,72,72,36,36,36,36,36,36
191621,144,144,144,72,72,72,72,72,72
191630,144,144,144,72,72,72,72,72,72
191649,144,144,144,72,72,72,72,72,72
191676,144,144,144,72,72,72,72,72,72
191719,72,72,72,36,36,36,36,36,36
191764,72,72,72,36,36,36,36,36,36
191931,144,144,144,72,72,72,72,72,72
191959,72,72,72,36,36,36,36,36,36
191968,144,144,144,72,72,72,72,72,72
191986,72,72,72,36,36,36,36,36,36
192004,144,144,144,72,72,72,72,72,72
192022,72,72,72,36,36,36,36,36,36
192040,144,144,144,72,72,72,72,72,72
192110,144,144,144,72,72,72,72,72,72
192156,72,72,72,36,36,36,36,36,36
192165,144,144,144,72,72,72,72,72,72
192192,144,144,144,72,72,72,72,72,72
192271,144,144,144,72,72,72,72,72,72
192323,144,144,144,72,72,72,72,72,72
192439,144,144,144,72,72,72,72,72,72
192448,144,144,144,72,72,72,72,72,72
192475,54,54,54,27,27,27,27,27,27
192509,72,72,72,36,36,36,36,36,36
192624,144,144,144,72,72,72,72,72,72
192688,72,72,72,36,36,36,36,36,36
192703,144,144,144,72,72,72,72,72,72
192712,144,144,144,72,72,72,72,72,72
192749,144,144,144,72,72,72,72,72,72
192785,144,144,144,72,72,72,72,72,72
192819,144,144,144,72,72,72,72,72,72
192864,144,144,144,72,72,72,72,72,72
192925,144,144,144,72,72,72,72,72,72
192961,18,18,18,9,9,9,9,9,9
193016,144,144,144,72,72,72,72,72,72
193052,144,144,144,72,72,72,72,72,72
193201,72,72,72,36,36,36,36,36,36
193247,144,144,144,72,72,72,72,72,72
193283,72,72,72,36,36,36,36,36,36
193292,144,144,144,72,72,72,72,72,72
193308,144,144,144,72,72,72,72,72,72
193317,108,108,108,54,54,54,54,54,54
193326,72,72,72,36,36,36,36,36,36
193353,144,144,144,72,72,72,72,72,72
193399,144,144,144,72,72,72,72,72,72
193478,72,72,72,36,36,36,36,36,36
193584,144,144,144,72,72,72,72,72,72
193645,144,144,144,72,72,72,72,72,72
193654,144,144,144,72,72,72,72,72,72
193900,144,144,144,72,72,72,72,72,72
193946,72,72,72,36,36,36,36,36,36
193973,144,144,144,72,72,72,72,72,72
194028,72,72,72,36,36,36,36,36,36
194091,144,144,144,72,72,72,72,72,72
194116,144,144,144,72,72,72,72,72,72
194161,144,144,144,72,72,72,72,72,72
194222,72,72,72,36,36,36,36,36,36
194240,72,72,72,36,36,36,36,36,36
194310,144,144,144,72,72,72,72,72,72
194392,144,144,144,72,72,72,72,72,72
194499,144,144,144,72,72,72,72,72,72
194541,144,144,144,72,72,72,72,72,72
194569,144,144,144,72,72,72,72,72,72
194578,144,144,144,72,72,72,72,72,72
194611,72,72,72,36,36,36,36,36,36
194657,144,144,144,72,72,72,72,72,72
194666,144,144,144,72,72,72,72,72,72
194763,144,144,144,72,72,72,72,72,72
194824,144,144,144,72,72,72,72,72,72
194958,144,144,144,72,72,72,72,72,72
194967,72,72,72,36,36,36,36,36,36
195003,144,144,144,72,72,72,72,72,72
195030,144,144,144,72,72,72,72,72,72
195058,72,72,72,36,36,36,36,36,36
195128,144,144,144,72,72,72,72,72,72
195164,144,144,144,72,72,72,72,72,72
195173,144,144,144,72,72,72,72,72,72
195191,72,72,72,36,36,36,36,36,36
195216,144,144,144,72,72,72,72,72,72
195234,144,144,144,72,72,72,72,72,72
195243,144,144,144,72,72,72,72,72,72
195289,72,72,72,36,36,36,36,36,36
195304,144,144,144,72,72,72,72,72,72
195322,72,72,72,36,36,36,36,36,36
195438,144,144,144,72,72,72,72,72,72
195474,144,144,144,72,72,72,72,72,72
195526,144,144,144,72,72,72,72,72,72
195544,144,144,144,72,72,72,72,72,72
195687,72,72,72,36,36,36,36,36,36
195720,144,144,144,72,72,72,72,72,72
195784,72,72,72,36,36,36,36,36,36
195809,144,144,144,72,72,72,72,72,72
195845,72,72,72,36,36,36,36,36,36
195988,72,72,72,36,36,36,36,36,36
196006,144,144,144,72,72,72,72,72,72
196015,144,144,144,72,72,72,72,72,72
196024,144,144,144,72,72,72,72,72,72
196033,144,144,144,72,72,72,72,72,72
196042,144,144,144,72,72,72,72,72,72
196051,144,144,144,72,72,72,72,72,72
196060,144,144,144,72,72,72,72,72,72
196079,144,144,144,72,72,72,72,72,72
196088,144,144,144,72,72,72,72,72,72
196097,144,144,144,72,72,72,72,72,72
196103,144,144,144,72,72,72,72,72,72
196112,144,144,144,72,72,72,72,72,72
196121,144,144,144,72,72,72,72,72,72
196130,144,144,144,72,72,72,72,72,72
196149,144,144,144,72,72,72,72,72,72
196158,144,144,144,72,72,72,72,72,72
196167,144,144,144,72,72,72,72,72,72
196176,144,144,144,72,72,72,72,72,72
196185,144,144,144,72,72,72,72,72,72
196194,144,144,144,72,72,72,72,72,72
196200,144,144,144,72,72,72,72,72,72
196219,144,144,144,72,72,72,72,72,72
196237,144,144,144,72,72,72,72,72,72
196246,144,144,144,72,72,72,72,72,72
196264,144,144,144,72,72,72,72,72,72
196291,144,144,144,72,72,72,72,72,72
196389,126,126,126,63,63,63,63,63,63
196413,144,144,144,72,72,72,72,72,72
196431,144,144,144,72,72,72,72,72,72
196477,72,72,72,36,36,36,36,36,36
196565,72,72,72,36,36,36,36,36,36
196583,144,144,144,72,72,72,72,72,72
196592,144,144,144,72,72,72,72,72,72
196653,144,144,144,72,72,72,72,72,72
196699,72,72,72,36,36,36,36,36,36
196866,144,144,144,72,72,72,72,72,72
197018,144,144,144,72,72,72,72,72,72
197027,144,144,144,72,72,72,72,72,72
197036,108,108,108,54,54,54,54,54,54
197045,144,144,144,72,72,72,72,72,72
197081,72,72,72,36,36,36,36,36,36
197133,144,144,144,72,72,72,72,72,72
197142,144,144,144,72,72,72,72,72,72
197151,144,144,144,72,72,72,72,72,72
197197,144,144,144,72,72,72,72,72,72
197230,144,144,144,72,72,72,72,72,72
197285,144,144,144,72,72,72,72,72,72
197294,72,72,72,36,36,36,36,36,36
197522,72,72,72,36,36,36,36,36,36
197601,36,36,36,18,18,18,18,18,18
197610,36,36,36,18,18,18,18,18,18
197647,36,36,36,18,18,18,18,18,18
197674,144,144,144,72,72,72,72,72,72
197708,144,144,144,72,72,72,72,72,72
197735,144,144,144,72,72,72,72,72,72
197744,144,144,144,72,72,72,72,72,72
197814,72,72,72,36,36,36,36,36,36
197832,144,144,144,72,72,72,72,72,72
197850,72,72,72,36,36,36,36,36,36
197869,144,144,144,72,72,72,72,72,72
197887,72,72,72,36,36,36,36,36,36
197911,144,144,144,72,72,72,72,72,72
197966,72,72,72,36,36,36,36,36,36
197984,144,144,144,72,72,72,72,72,72
197993,144,144,144,72,72,72,72,72,72
198011,72,72,72,36,36,36,36,36,36
198039,72,72,72,36,36,36,36,36,36
198066,144,144,144,72,72,72,72,72,72
198084,72,72,72,36,36,36,36,36,36
198109,144,144,144,72,72,72,72,72,72
198118,72,72,72,36,36,36,36,36,36
198136,144,144,144,72,72,72,72,72,72
